	13	24	25	27	36	37	38	39	40	16	17	18	23	30	31	33	41	43	44	29	28	32	34
13	0.0	0.5946471552348263	0.527218014661574	-0.14308680602228926	0.6350521936712735	0.957510026910815	1.365636060186	0.10115855920906919	0.12892269352815236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24	0.5946471552348263	0.0	0.05069869138358293	0.0	0.25768003476368484	0.0	0.0	0.0	0.0	0.0	0.0	0.020790372720087213	-0.04366121745388539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.527218014661574	0.05069869138358293	0.0	0.0	0.0	0.0	0.0	0.03809631306975149	0.0	0.0	0.0	0.0	0.10331674306518399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27	-0.14308680602228926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012282256609419798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.07782851049416578	0.0	0.0
36	0.6350521936712735	0.25768003476368484	0.0	0.0	0.0	0.06042992672325449	0.0	0.0	0.0	0.0	0.0	0.17911837456795054	0.0	0.0	0.0	0.0	0.0	0.0	0.32818044738946345	0.0	0.0	0.0	0.0
37	0.957510026910815	0.0	0.0	0.0	0.06042992672325449	0.0	0.053463389307526824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36261161106517553	0.6480628461000606	0.6653897418410684	0.6736304129207383	0.0	0.0	0.0	0.3190887660110229
38	1.365636060186	0.0	0.0	0.0	0.0	0.053463389307526824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04582312153995749
39	0.10115855920906919	0.0	0.03809631306975149	0.0	0.0	0.0	0.0	0.0	-0.05170713000888923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40	0.12892269352815236	0.0	0.0	0.012282256609419798	0.0	0.0	0.0	-0.05170713000888923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07197314380506625	0.0	0.0
16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1004639170892503	-0.3013994255255437	0.09043173057553369	-0.085520094533848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1004639170892503	0.0	-0.1955767662651987	0.0	0.0	1.3014554160364926	0.3074489224436454	0.22301221255829723	0.0035898142866392646	0.08466528973060726	0.0	0.0	0.0	0.0
18	0.0	0.020790372720087213	0.0	0.0	0.17911837456795054	0.0	0.0	0.0	0.0	-0.3013994255255437	-0.1955767662651987	0.0	0.16534873386727306	0.0	0.0	0.0	0.0	0.0	0.09925288428844989	0.0	0.0	0.0	0.0
23	0.0	-0.04366121745388539	0.10331674306518399	0.0	0.0	0.0	0.0	0.0	0.0	0.09043173057553369	0.0	0.16534873386727306	0.0	0.12461886671252685	0.0	0.0	0.0	0.0	0.0	0.01873837009212384	0.0	0.0	0.0
30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.085520094533848	0.0	0.0	0.12461886671252685	0.0	0.0	0.0	0.0	0.0	0.0	-0.06471893324582909	0.0	0.0	0.0
31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3014554160364926	0.0	0.0	0.0	0.0	0.8954305342245846	0.0	0.0	0.0	0.0	0.0	0.06606519360882505	0.0
33	0.0	0.0	0.0	0.0	0.0	0.36261161106517553	0.0	0.0	0.0	0.0	0.3074489224436454	0.0	0.0	0.0	0.8954305342245846	0.0	-0.06882581166019829	0.0	0.0	0.0	0.0	0.042379064746227574	0.13807699316737126
41	0.0	0.0	0.0	0.0	0.0	0.6480628461000606	0.0	0.0	0.0	0.0	0.22301221255829723	0.0	0.0	0.0	0.0	-0.06882581166019829	0.0	-0.10145934783848212	0.0	0.0	0.0	0.0	0.0
43	0.0	0.0	0.0	0.0	0.0	0.6653897418410684	0.0	0.0	0.0	0.0	0.0035898142866392646	0.0	0.0	0.0	0.0	0.0	-0.10145934783848212	0.0	-0.04711475937839626	0.0	0.0	0.0	0.0
44	0.0	0.0	0.0	0.0	0.32818044738946345	0.6736304129207383	0.0	0.0	0.0	0.0	0.08466528973060726	0.09925288428844989	0.0	0.0	0.0	0.0	0.0	-0.04711475937839626	0.0	0.0	0.0	0.0	0.0
29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01873837009212384	-0.06471893324582909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	-0.07782851049416578	0.0	0.0	0.0	0.0	0.07197314380506625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06606519360882505	0.042379064746227574	0.0	0.0	0.0	0.0	0.0	0.0	-0.05425704552323206
34	0.0	0.0	0.0	0.0	0.0	0.3190887660110229	0.04582312153995749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13807699316737126	0.0	0.0	0.0	0.0	0.0	-0.05425704552323206	0.0
