	6	24	34	38	64	13	39	40	51	15	16	26	45	46	53	54	57	68	71	73	74	36	62	63	22	37	52	29	30	50	56	66	78	49	72	59	76	77	65	79	80
6	0.0	0.06720986146679797	1.0442062370393874	0.05646158142326779	0.9277298660401088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24	0.06720986146679797	0.0	0.0	-0.05097692425399987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07790221566932995	-0.08491570040447649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34	1.0442062370393874	0.0	0.0	0.0	0.13553667154732923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02031088824833374	0.0	0.0	0.0	0.0	0.0	0.0	0.055037786272622034	0.0	0.0	0.0	0.12856474016327765	0.1871990502227789	0.0	0.0	0.0	0.0	0.0	0.0
38	0.05646158142326779	-0.05097692425399987	0.0	0.0	0.8821131809497038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.04010676995706185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64	0.9277298660401088	0.0	0.13553667154732923	0.8821131809497038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.11802004815240276	0.14728411568461097	0.0	0.7577153788832338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	0.0	0.0	0.0	0.0	0.0	0.0	-0.11237655067164104	-0.02875872912342528	-0.06423511241578489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39	0.0	0.0	0.0	0.0	0.0	-0.11237655067164104	0.0	0.061406866987087666	0.0	0.0	0.0	-0.0600029717971345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40	0.0	0.0	0.0	0.0	0.0	-0.02875872912342528	0.061406866987087666	0.0	0.10447013392824879	0.0	0.0	-0.07392740687863886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51	0.0	0.0	0.0	0.0	0.0	-0.06423511241578489	0.0	0.10447013392824879	0.0	0.0	0.0963956782243888	0.03740675602389246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.09208737990493485	0.0	0.0	0.0	0.0	-0.05525291531910766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33539937007666437	-0.14147970478426997	0.24007706131324585	0.041850173881178954	1.3321345486694587	1.252314742579316	0.4249958129235082	0.2592291988137655	0.40773785834489223	0.4714296639222423	0.3862559217623368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0963956782243888	0.33539937007666437	0.0	-0.17515727385969188	0.0	0.0	0.0	0.0	0.0	0.0	0.4000128250750934	0.0	0.0	0.07855192362092997	0.21335185939567053	0.17856896531265404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26	0.0	0.0	0.0	0.0	0.0	0.0	-0.0600029717971345	-0.07392740687863886	0.03740675602389246	-0.14147970478426997	-0.17515727385969188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24007706131324585	0.0	0.0	0.0	-0.06307128701253813	0.0	0.0	0.0	-0.1424581329134697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6127796387239951	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041850173881178954	0.0	0.0	-0.06307128701253813	0.0	0.0	0.0	0.0	0.0	0.31086876368456284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6505636418101874	0.41011503673038313	0.0	0.0	0.0	0.0	0.0	0.0
53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3321345486694587	0.0	0.0	0.0	0.0	0.0	-0.05031762627530991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04980642081332601	0.0	0.0
54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.252314742579316	0.0	0.0	0.0	0.0	-0.05031762627530991	0.0	0.13541505174356222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.08461306896581691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008572768130904018	0.0	0.0
57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4249958129235082	0.0	0.0	0.0	0.0	0.0	0.13541505174356222	0.0	0.0	0.0	-0.1916837967499918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.12328629318778185	0.0	0.0	0.0	0.0	-0.0076946708982231216	0.0	0.0	0.0	0.0	0.0
68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2592291988137655	0.0	0.0	-0.1424581329134697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1178754944175143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3487998888139369	0.0	0.7438825107035387	0.0	0.0	0.0	0.0	0.0
