	11	13	16	17	18	25	26	33	40	14	21	31	34	41	42	43	44	46	47	48	28	39	49	50	55	56	54	45	53
11	0.0	0.6425786702499465	0.08702909618483154	0.16811566637853723	0.6911849116459922	0.03702161372400126	0.12558671266932922	0.04288158357381007	0.26987756559957066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	0.6425786702499465	0.0	0.0	0.0	0.0	0.0	0.0	0.5028518153706806	0.6350521936712735	-0.056731777859585594	1.197584516856443	1.3202248384874176	0.5204501401165845	0.9382652696540369	0.9957247456695261	1.4546594023938553	1.6384003381743033	0.03806975791199252	0.18747590989321483	0.11978908263926027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16	0.08702909618483154	0.0	0.0	-0.3013994255255437	0.0	0.0	-0.085520094533848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17	0.16811566637853723	0.0	-0.3013994255255437	0.0	-0.1955767662651987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	0.6911849116459922	0.0	0.0	-0.1955767662651987	0.0	0.0	0.0	0.0	0.41714116274369784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3099609288280208	0.05382419587543176	1.3264939311516633	1.2312863380163177	0.0	0.0	0.0	0.0	0.0
25	0.03702161372400126	0.0	0.0	0.0	0.0	0.0	-0.06471893324582909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26	0.12558671266932922	0.0	-0.085520094533848	0.0	0.0	-0.06471893324582909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33	0.04288158357381007	0.5028518153706806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.033872283261039145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40	0.26987756559957066	0.6350521936712735	0.0	0.0	0.41714116274369784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05325255470820188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.330568073645085	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	0.0	-0.056731777859585594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04862017805795382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21	0.0	1.197584516856443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4157391993688842	0.0	0.0	-0.11279335626752435	0.0	0.0	0.0	0.0	0.0	-0.0983267703338497	0.0	0.0	0.0	0.16704865190630258	0.11927851449207877	0.0	0.0	0.0
