	13	14	22	26	35	36	16	18	28	29	30	31	23	19	20	27	32	37	38	34
13	0.0	-0.012748275052192247	0.11656250051975128	0.05590092851776188	0.061064006435938456	0.06504545417964569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	-0.012748275052192247	0.0	0.08885937465487473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22	0.11656250051975128	0.08885937465487473	0.0	0.0	0.3564280835401187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06001871903034721	0.0	0.321861388242548	0.0	0.0	0.0
26	0.05590092851776188	0.0	0.0	0.0	0.0	-0.13104554681250297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4798200180882987	0.057820839976584576
35	0.061064006435938456	0.0	0.3564280835401187	0.0	0.0	-0.09427995233577377	0.0	0.0	0.0	0.0	0.0	0.0	0.8710377848951404	0.0	0.0	0.0	0.24507225275287725	0.0	0.4203419053347411	0.0
36	0.06504545417964569	0.0	0.0	-0.13104554681250297	-0.09427995233577377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6129797888274638	0.0
16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42367456764760125	0.07062560987190784	0.10652719841837736	0.08717890962641306	0.357758774483966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	0.0	0.0	0.0	0.0	0.0	0.0	0.42367456764760125	0.0	0.0	0.0	0.040588545547324564	0.2453906591282169	0.08097194499394085	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0	0.07062560987190784	0.0	0.0	0.0	0.0	0.2766608895734337	0.0	0.0	0.0	-0.059101537368144295	0.0	0.0	0.0	0.0
29	0.0	0.0	0.0	0.0	0.0	0.0	0.10652719841837736	0.0	0.0	0.0	-0.07963497549146481	0.0	0.37027226731572277	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30	0.0	0.0	0.0	0.0	0.0	0.0	0.08717890962641306	0.040588545547324564	0.0	-0.07963497549146481	0.0	0.0	0.2952443262086798	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31	0.0	0.0	0.0	0.0	0.0	0.0	0.357758774483966	0.2453906591282169	0.2766608895734337	0.0	0.0	0.0	0.374748201813963	0.37581793919335615	0.2372217423333476	0.3616624608105456	0.05874842019622703	0.0	0.0	0.0
23	0.0	0.0	0.0	0.0	0.8710377848951404	0.0	0.0	0.08097194499394085	0.0	0.37027226731572277	0.2952443262086798	0.374748201813963	0.0	0.0	0.0	0.0	0.7180856586817115	0.07202202025619453	0.2827502078513203	0.0
19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37581793919335615	0.0	0.0	0.09016191882349817	0.09640374986860234	0.0	0.0	0.0	0.0
20	0.0	0.0	0.06001871903034721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2372217423333476	0.0	0.09016191882349817	0.0	0.0	0.3240227852812067	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.059101537368144295	0.0	0.0	0.3616624608105456	0.0	0.09640374986860234	0.0	0.0	0.0	0.0	0.0	0.0
32	0.0	0.0	0.321861388242548	0.0	0.24507225275287725	0.0	0.0	0.0	0.0	0.0	0.0	0.05874842019622703	0.7180856586817115	0.0	0.3240227852812067	0.0	0.0	0.0	0.0	0.0
37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07202202025619453	0.0	0.0	0.0	0.0	0.0	-0.05750496795784098	-0.07642967805671716
38	0.0	0.0	0.0	0.4798200180882987	0.4203419053347411	0.6129797888274638	0.0	0.0	0.0	0.0	0.0	0.0	0.2827502078513203	0.0	0.0	0.0	0.0	-0.05750496795784098	0.0	-0.03821837456755499
34	0.0	0.0	0.0	0.057820839976584576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.07642967805671716	-0.03821837456755499	0.0
