	3	6	9	17	21	22	10	13	18	19	23	24	16
3	0.0	0.3890006356709976	0.10245139026839382	0.06517543004621607	1.311544675672568	0.32175571520267165	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	0.3890006356709976	0.0	0.04223692785055291	0.11052757759081837	0.0	0.0	-0.05418147891973231	0.9855286456292444	0.4997520935497859	1.0411800846916002	1.1258628375467488	1.2227858196761812	0.0
9	0.10245139026839382	0.04223692785055291	0.0	0.0	0.0	0.0	0.09361052968267047	0.0	0.0	0.0	0.0	0.0	0.0
17	0.06517543004621607	0.11052757759081837	0.0	0.0	0.0	-0.055572226163119715	0.0	0.0	0.06130824616208386	0.0	0.0	0.0	0.24531355248423004
21	1.311544675672568	0.0	0.0	0.0	0.0	0.7993661245386317	0.0	0.0	0.0	0.0	0.0	0.0	0.0688338415770386
22	0.32175571520267165	0.0	0.0	-0.055572226163119715	0.7993661245386317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042312553436592584
10	0.0	-0.05418147891973231	0.09361052968267047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	0.0	0.9855286456292444	0.0	0.0	0.0	0.0	0.0	0.0	-0.08278058115127404	-0.4157391993688842	0.0	0.0	-0.08686526919783585
18	0.0	0.4997520935497859	0.0	0.06130824616208386	0.0	0.0	0.0	-0.08278058115127404	0.0	0.0	0.0	0.0	0.20443110182207164
19	0.0	1.0411800846916002	0.0	0.0	0.0	0.0	0.0	-0.4157391993688842	0.0	0.0	-0.2761115829402655	0.0	0.0
23	0.0	1.1258628375467488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2761115829402655	0.0	-0.13864684263041477	0.0
24	0.0	1.2227858196761812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.13864684263041477	0.0	0.0
16	0.0	0.0	0.0	0.24531355248423004	0.0688338415770386	0.042312553436592584	0.0	-0.08686526919783585	0.20443110182207164	0.0	0.0	0.0	0.0
