	6	12	23	33	36	10	17	18	19	26	34	37	20	15	25	40	29	31	35	38	39
6	0.0	0.10219961408088934	0.12062493811017413	0.4342786067866772	0.3112295741316601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	0.10219961408088934	0.0	0.0	0.3520525810539614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09693851113054168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23	0.12062493811017413	0.0	0.0	0.0	0.26245432504035127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13109432785252756	0.0	0.0	0.0	0.0	0.0
33	0.4342786067866772	0.3520525810539614	0.0	0.0	0.10689660225478251	0.3531429208346052	0.0	0.0	0.3599612177291299	0.0	0.08784117389188263	0.0	0.3987220711596327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36	0.3112295741316601	0.0	0.26245432504035127	0.10689660225478251	0.0	0.0	0.0	0.0	0.0	0.0	0.7637496563072749	0.0	0.0	0.0	0.0	0.37703724940511135	0.0	0.3562585703138571	0.05634828976417974	0.0	0.3734454524483366
10	0.0	0.0	0.0	0.3531429208346052	0.0	0.0	-0.04526221691022936	-0.1310484918139713	0.13207667928713568	0.1507202190223206	0.2916852183613888	0.30723287377430636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17	0.0	0.0	0.0	0.0	0.0	-0.04526221691022936	0.0	-0.11764317047927947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	0.0	0.0	0.0	0.0	0.0	-0.1310484918139713	-0.11764317047927947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19	0.0	0.0	0.0	0.3599612177291299	0.0	0.13207667928713568	0.0	0.0	0.0	0.0	0.0	0.0	0.07201165274004132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26	0.0	0.0	0.0	0.0	0.0	0.1507202190223206	0.0	0.0	0.0	0.0	0.0	0.35592274990426576	0.0	-0.11971689617511	0.6100985388624525	0.0	0.3568027930925591	0.0	0.0	0.27350016520308584	0.0
34	0.0	0.0	0.0	0.08784117389188263	0.7637496563072749	0.2916852183613888	0.0	0.0	0.0	0.0	0.0	0.13078666971086636	0.0	0.0	0.0	0.0	0.0	0.0	0.4981972941034388	0.1872332412607594	0.0
37	0.0	0.0	0.0	0.0	0.0	0.30723287377430636	0.0	0.0	0.0	0.35592274990426576	0.13078666971086636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.07333076345020939	0.0
20	0.0	0.09693851113054168	0.0	0.3987220711596327	0.0	0.0	0.0	0.0	0.07201165274004132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.11971689617511	0.0	0.0	0.0	0.0	-0.004217833251066866	0.0	0.0	0.0	0.0	0.0	0.0
25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6100985388624525	0.0	0.0	0.0	-0.004217833251066866	0.0	0.0	0.46878053773317896	0.17463614950335993	0.25499009206662393	0.0	0.0
40	0.0	0.0	0.13109432785252756	0.0	0.37703724940511135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08969802177250859
29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3568027930925591	0.0	0.0	0.0	0.0	0.46878053773317896	0.0	0.0	0.0	0.10518284836531698	0.10196205105605392	0.0
31	0.0	0.0	0.0	0.0	0.3562585703138571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17463614950335993	0.0	0.0	0.0	0.3326555782821135	0.0	0.1140789089859221
35	0.0	0.0	0.0	0.0	0.05634828976417974	0.0	0.0	0.0	0.0	0.0	0.4981972941034388	0.0	0.0	0.0	0.25499009206662393	0.0	0.10518284836531698	0.3326555782821135	0.0	0.17648923522236593	0.0
38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27350016520308584	0.1872332412607594	-0.07333076345020939	0.0	0.0	0.0	0.0	0.10196205105605392	0.0	0.17648923522236593	0.0	0.0
39	0.0	0.0	0.0	0.0	0.3734454524483366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08969802177250859	0.0	0.1140789089859221	0.0	0.0	0.0
