	10	37	38	39	71	45	47	51	52	21	54	67	68	42	78	83	84	22	24	59	66	70	88	43	58	35	76	82	61	62	29	32	40	30	31	36	53	75	74	72	49	85	86	87	81
10	0.0	0.2753364954103541	1.0724171166247891	0.30880486717907885	8.630173389691565	7.47289456187601	9.628022327305352	2.6591467779182896	2.8535260819222983	10.974087574889955	3.8410966594904163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	0.2753364954103541	0.0	-0.4098934387350901	-0.6856669284625968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5745031426225586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	1.0724171166247891	-0.4098934387350901	0.0	-0.06462608952913929	0.0	0.0	10.613577456778803	0.0	2.0137106350309955	0.0	4.263904249811483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.37806053023727554	0.0	0.0	0.0	4.165259171019243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39	0.30880486717907885	-0.6856669284625968	-0.06462608952913929	0.0	0.0	0.0	0.0	1.1016811683481387	0.9181055625921766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4535621956261795	0.0	-0.6036337575708925	0.0	1.0535014959102331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71	8.630173389691565	0.0	0.0	0.0	0.0	1.6414441243943014	0.0	0.0	0.0	5.5793169612570646	0.0	4.570356803645781	0.0	4.50441665631842	0.0	0.0	0.0	4.7283024540710255	0.0	-0.5934504376285102	0.0	0.0	0.2446231516618671	0.5072426378303014	0.0	0.0	0.0	0.0	7.173119736638075	7.180918579719567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.008587172594167	-0.2564052600080412	0.0	0.07986382722934171	0.0	0.48083195188311545	0.0
45	7.47289456187601	0.0	0.0	0.0	1.6414441243943014	0.0	4.839510139677841	8.422766157545231	8.404278169971713	8.112672987273589	7.911824776700684	0.0	0.0	7.003694917326936	0.0	0.0	0.0	0.0	0.0	0.2982743937046355	0.0	1.5622721402645958	0.0	-0.5295986908552408	0.0	8.322340526098012	0.0	0.0	5.32053249633212	5.451897514447768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5586876922561241	0.0	0.017460307797688035	-0.7087435478889883	0.0	0.0
47	9.628022327305352	0.0	10.613577456778803	0.0	0.0	4.839510139677841	0.0	0.0	7.658816923921507	0.0	6.687758751424629	0.0	0.0	10.082216769214645	0.0	0.0	0.0	0.0	12.093825376835339	0.0	0.0	5.743254738524366	0.0	4.366504359668568	4.232944328766317	6.149995799527428	0.0	0.0	-0.8412668049469112	-0.4143800310064938	0.0	0.0	0.0	0.0	0.0	6.266203683631899	0.0	0.0	0.0	0.0	1.1221533650148188	0.0	4.387544994920375	4.856501825050444	0.0
51	2.6591467779182896	0.0	0.0	1.1016811683481387	0.0	8.422766157545231	0.0	0.0	-0.3473202264795593	11.746288787601951	-0.12182437614113684	0.0	0.0	11.078774328737765	0.0	0.0	0.0	0.0	13.127290066196636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9069074199984419	0.0	0.0	0.0	-0.3463580198768066	0.0	-0.3992428044411544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52	2.8535260819222983	0.0	2.0137106350309955	0.9181055625921766	0.0	8.404278169971713	7.658816923921507	-0.3473202264795593	0.0	0.0	-0.10073169827913753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23126509618622082	-0.33238674580462646	1.0171641019454973	-0.0985570840488228	-0.47479700585634066	0.0	-0.2460809161934815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
