	12	37	41	42	43	46	15	82	83	24	57	61	30	67	68	16	18	86	94	58	93	66	73	74	53	33	72	52	88	45	77	79	80	81	84	27	63	31	70	71	51	87	56	90	76	96	95	92	91
12	0.0	7.307791566230487	4.724089440053507	2.536130785400755	3.0235021507606943	4.857444854981644	10.974087574889955	0.23844097370358908	2.7536054260057368	0.24541593303519726	7.6106104938480685	-0.19555031890319907	10.75861199848459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	7.307791566230487	0.0	0.0	0.0	7.654351849628012	0.0	6.520085394107523	0.0	0.0	0.0	-0.9492188617249702	0.0	0.0	0.0	0.0	5.664057445871992	0.0	0.0	0.0	-0.6605740862710269	0.0	0.0	-0.5335313871420121	0.0	-0.5740003329179137	4.781989377858693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3739788125138723	-0.4767261058339054	-0.7588388553896922	-0.43538181605799886	0.0	0.0
41	4.724089440053507	0.0	0.0	-0.49766805858840396	-0.12737381184236196	0.0	12.419923411282957	0.0	0.0	3.564430045235593	9.520851924383267	0.0	11.663641915336033	0.0	0.0	0.0	13.322818094756201	0.0	0.0	10.776322835208765	0.0	0.0	0.0	0.0	0.0	8.179258438099641	0.0	9.310798169780544	0.0	0.0	0.0	0.0	0.0	0.0	0.4065319121798062	0.3239303632797238	0.2038365992673108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
42	2.536130785400755	0.0	-0.49766805858840396	0.0	-0.32656303099918316	0.0	12.486691562585492	0.0	-0.7099485003784054	0.9517475101278221	9.426731762193644	0.0	11.825841406246932	0.0	0.0	0.0	0.0	0.0	0.0	10.708652213112327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.19036695748278287	0.0	0.0	0.0	0.0	0.051161174912133456	0.15912450018666968	-0.465144424289762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43	3.0235021507606943	7.654351849628012	-0.12737381184236196	-0.32656303099918316	0.0	0.4307495789758362	0.0	3.763033110230347	-0.47804583342196544	2.439297087631055	7.717139030251517	2.6132905048862147	10.884713202062146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.563654480710872	0.0	7.509344748442872	0.0	0.0	0.0	0.0	0.0	0.0	-0.1696799401932414	0.0	0.09117043081777176	0.0	0.0	0.0	7.021495387357872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46	4.857444854981644	0.0	0.0	0.0	0.4307495789758362	0.0	0.0	4.226297802373938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8837813128898904	0.0	4.114780421891356	0.0	0.0	0.18506126632710473	-0.21801232883830002	-0.4196028107811308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.223584116395952	0.0
15	10.974087574889955	6.520085394107523	12.419923411282957	12.486691562585492	0.0	0.0	0.0	0.0	0.0	0.0	6.777949067448246	0.0	-0.5793439018651855	0.5019575555678293	-0.8656869647358134	-0.680698122498051	0.7542595273399979	0.5734581535456078	0.13746286999584734	5.5793169612570646	-0.49707805705394126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
82	0.23844097370358908	0.0	0.0	0.0	3.763033110230347	4.226297802373938	0.0	0.0	0.0	0.0	0.0	-0.2000856185755271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8773992252795277	0.0	0.7169325816826748	-0.4005104981432217	-0.37416077904816514	3.5509576195444943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6760669300149873	-0.06577307378087738
83	2.7536054260057368	0.0	0.0	-0.7099485003784054	-0.47804583342196544	0.0	0.0	0.0	0.0	1.4792641540201688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.36368579199096884	0.0	0.0	0.0	0.0	-0.18591077672510103	0.0	-0.5461589872619663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
