	10	17	31	32	35	36	37	42	52	53	62	68	79	81	88	11	29	30	38	40	60	61	69	70	75	76	48	49	50	65	82	23	45	83	84	85	89	91	93	94	47	66	71	72	59	78	87	90
10	0.0	4.3162139716750385	2.7493561265147908	2.4649979904940684	1.0500187814210191	0.6974686310475227	10.974087574889955	9.729836905479392	0.4063193198918207	-0.14882686550731505	7.691307007897306	0.18187947850326913	7.89607907703156	0.5461531561691573	7.510389830701498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17	4.3162139716750385	0.0	0.10799714974209196	-0.8632318062914057	1.6733837877150757	0.0	0.0	7.378214094027158	0.0	1.9778396299941157	9.467309852919131	4.160845645346289	0.0	0.0	0.0	0.0	0.41335093733357653	-0.1123697075478588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5355442724459838	0.0073057228999282575	-0.3883244518970481	1.9285130734063245	2.377934121083686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31	2.7493561265147908	0.10799714974209196	0.0	-0.37933249151911974	0.0	0.0	11.807127127784788	0.0	0.0	1.1368584052634474	8.820258453638454	4.4562026230623175	0.0	0.0	0.0	0.0	0.0	-0.029786301897755108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3922649895479613	0.7600396393950397	-0.058097767297028646	0.0	2.2877566862148013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.13927227030416378	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32	2.4649979904940684	-0.8632318062914057	-0.37933249151911974	0.0	0.7215349729143812	1.7532417140320236	0.0	0.0	0.0	0.6640606775067501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.1426655534153416	-0.45489739410111074	-1.101828460682776	0.8214586790513361	0.5522269734361303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35	1.0500187814210191	1.6733837877150757	0.0	0.7215349729143812	0.0	-0.6534305168361539	0.0	0.0	-0.47889001637791173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4758213652314487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1096589263385015	0.0	0.0	0.0	0.0	0.0	0.0
36	0.6974686310475227	0.0	0.0	1.7532417140320236	-0.6534305168361539	0.0	0.0	0.0	-0.2843799269419256	-0.9375226548076604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.005849127605727977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3375154793836632	0.0	0.0	0.0	0.0	0.0	0.0
37	10.974087574889955	0.0	11.807127127784788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.69212603702484	0.0	0.0	0.0	0.0	0.7542595273399977	0.0	11.616431049049794	-0.680698122498051	-0.5793439018651855	0.0	5.12294623059882	0.0	-0.20480126039437285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5019575555678293	-0.8656869647358134	0.0	0.0	0.0	0.0
42	9.729836905479392	7.378214094027158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.19800009113447	10.98237250136413	4.462967232707707	0.0	5.043830796971555	0.0	6.416385965142256	6.322941888571944	0.0	0.0	4.562849907380278	0.0	0.0	0.0	-0.9760816516375608	-0.733799730003196	0.0	0.0	0.0	0.0	0.0	1.0452138053124793	4.700554040686213	0.2736987032480469	-0.9787141231108555	0.004935216452054414	5.705937720064966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.774663284745011	0.0	0.0
52	0.4063193198918207	0.0	0.0	0.0	-0.47889001637791173	-0.2843799269419256	0.0	0.0	0.0	-0.37045433631099856	0.0	-0.6713352448717742	0.0	-0.7323402361739142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6573238693064525	-0.004601700128725961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.43234563610988974	0.0	0.0	0.0	0.0	0.0	0.0
