	11	14	35	40	42	43	44	48	57	58	59	67	77	78	80	15	16	29	41	47	81	86	17	28	62	63	64	32	61	66	54	70	72	74	83	79	33	82	53	71	84	73	76	85
11	0.0	2.432642036285369	8.856310034257028	0.2654742793711291	1.9223093706605934	0.6123003360286765	0.8397638273843566	9.36068198976219	2.510473931286313	1.371545668293547	0.1577028672158607	9.545165334689345	0.2642074787240607	0.23367769464910482	9.336838762836145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	2.432642036285369	0.0	9.628022327305352	4.339281622623328	1.0724171166247891	0.30880486717907885	0.0	7.6106104938480685	0.0	3.7985333408772406	2.818161336469076	7.89607907703156	2.459085504011751	0.0	7.510389830701498	10.974087574889955	11.420378102763811	7.942574147962588	0.2753364954103541	8.563582466597072	8.900457411577905	3.9986352254992266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35	8.856310034257028	9.628022327305352	0.0	0.0	10.613577456778803	0.0	0.0	4.686091739411287	6.40202134492183	6.277416892328721	0.0	4.42960323985683	0.0	0.0	5.032031786339056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.082216769214645	0.0	0.0	0.0	0.0	0.0	0.0	-0.4143800310064938	-0.7405800859645271	0.0	7.469495603344045	0.0	0.0	1.122153365014819	0.0	-0.8412668049469112	0.5414106771976328	0.0	0.0	0.0	0.0
40	0.2654742793711291	4.339281622623328	0.0	0.0	0.0	0.0	0.0	0.0	0.526703977298253	-0.019790251598380326	-0.5167399300009374	0.0	0.0	0.2533106934930063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3139602826670259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02745640996703802	-0.32740303893337563	0.0
42	1.9223093706605934	1.0724171166247891	10.613577456778803	0.0	0.0	-0.06462608952913929	-0.37806053023727554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4098934387350901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43	0.6123003360286765	0.30880486717907885	0.0	0.0	-0.06462608952913929	0.0	-0.6036337575708925	0.0	0.0	0.0	2.133442881947296	0.0	0.9790577356160786	0.0	0.0	0.0	0.0	0.0	-0.6856669284625968	0.0	0.0	2.6504369175513927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44	0.8397638273843566	0.0	0.0	0.0	-0.37806053023727554	-0.6036337575708925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5745031426225586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48	9.36068198976219	7.6106104938480685	4.686091739411287	0.0	0.0	0.0	0.0	0.0	0.0	7.5884938337010635	0.0	0.3043906514982455	0.0	0.0	-0.7396247386934314	0.0	0.0	-0.7920010124313885	0.0	-0.4610063933118733	0.0	0.0	0.0	5.75791519952886	0.0	0.0	0.0	0.5564107888237186	0.0	-0.12426473329387178	5.188230194276958	2.2398127482472874	0.0	0.0	0.0	-0.5019782860470674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57	2.510473931286313	0.0	6.40202134492183	0.526703977298253	0.0	0.0	0.0	0.0	0.0	0.11583344246587823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.612540638557702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2576908091202822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9519125870979543	0.7539333990848851
