	12	20	24	35	39	43	49	64	65	66	71	81	82	83	88	95	19	21	38	79	80	94	99	100	31	50	51	67	68	70	78	87	47	76	90	41	33	74	85	86	57	58	89	91	97	98	42	44	48	96	63
12	0.0	11.420378102763811	0.24541593303519726	9.628022327305352	0.38475884634712054	3.016078710313946	7.920664951300078	2.133736033700739	2.81186871355737	2.701667948609165	7.89607907703156	0.6720383741951179	0.3691955374223652	1.3902310131366968	8.900457411577905	0.6167099725670153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	11.420378102763811	0.0	0.0	0.0	0.0	0.0	5.7691233384769065	0.0	12.251268086073248	0.0	0.0	0.0	0.0	0.0	6.777742160429236	0.0	-0.680698122498051	0.5952729988539678	0.3176146129725328	0.2434344992310551	-0.5137176970853882	0.0	-0.8960088182237378	-0.10265760545470282	6.676720891406961	5.980744730042696	4.510675265328018	6.252821436267578	4.959468440071294	6.699944586189979	0.5063925992878038	7.884721227715234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24	0.24541593303519726	0.0	0.0	0.0	0.0	0.9795477394090379	0.0	0.3320869099293944	2.284107102525862	1.4144122365633514	0.0	-0.3910414259038566	-1.2744026774713366	-0.6021550466203662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9027423561497583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35	9.628022327305352	0.0	0.0	0.0	11.45161974502891	8.104665398436458	0.0	0.0	6.772944379914392	0.0	4.42960323985683	0.0	0.0	0.0	0.0	10.147944084727452	0.0	0.0	10.082216769214645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.070646395510334	4.486759420537282	0.0	0.0	0.0	0.0	6.149995799527428	0.013423634007974528	0.0	8.480934133264732	1.122153365014819	-0.7405800859645271	0.0	5.032031786339056	-0.8412668049469112	-0.4143800310064938	0.0	0.0	0.9564037888731884	-0.010810364174545839	8.290244057198045	7.280471093387766	6.266203683631899	0.0	0.0
39	0.38475884634712054	0.0	0.0	11.45161974502891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9628318020097894	-0.43239223746002864	0.0	0.0	-0.41115086273077617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1223435657569586	0.0
43	3.016078710313946	0.0	0.9795477394090379	8.104665398436458	0.0	0.0	0.0	-0.9575950743361827	0.5598039923688289	-0.7360797452545258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.058961962335342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.056229509797954	0.0	0.0	-0.9124210109099231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.17048363313557902	-0.47440147996852056	0.0	0.0	-0.077102939921327
49	7.920664951300078	5.7691233384769065	0.0	0.0	0.0	0.0	0.0	0.0	8.789727326547363	0.0	0.20950025610776457	0.0	0.0	0.0	0.373160027635161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6362364838306256	-0.4759065133183178	0.11534724457270529	-0.8643438338127944	-0.48757587693514204	-0.08108721477424019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.32190399867561104	0.17430792909710324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64	2.133736033700739	0.0	0.3320869099293944	0.0	0.0	-0.9575950743361827	0.0	0.0	0.0	-0.8202807976127965	0.0	0.0	0.0	0.796285891266526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.40758152932266856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.10821684952655808	0.0	0.0	0.0	-0.6367732591803421
65	2.81186871355737	12.251268086073248	2.284107102525862	6.772944379914392	0.0	0.5598039923688289	8.789727326547363	0.0	0.0	-0.25331379540797216	8.186147834461778	0.0	0.0	2.709303424028685	0.0	3.599140671563301	11.730894414302405	13.146415714320852	11.073596735010112	0.0	0.0	0.0	0.0	0.0	0.0	9.260472764634686	0.0	7.7897538091499285	9.495524063651885	0.0	0.0	0.0	0.43157167258570395	0.0	0.0	0.0	0.0	0.0	0.0	7.9501554487742485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05978905072867868	0.0	0.0
