	8	9	19	22	29	34	36	43	46	48	52	63	65	66	67	68	69	83	84	85	31	32	37	39	49	76	80	92	72	73	74	20	71	81	62	78	87	58	50	91	77	88	57	90	79	59	89
8	0.0	2.432642036285369	10.974087574889955	13.312787771914248	0.8101941639534713	4.4928034757261806	10.75861199848459	7.47289456187601	0.5231256325521554	0.4078147067557145	3.5149121279283917	7.780871446161998	0.5204787361225949	1.244631491763365	0.135039355841297	0.3385993793650408	2.728125506944468	8.630173389691565	7.6054732585377005	2.860744519067075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	2.432642036285369	0.0	0.0	0.0	0.42928700661777053	2.368036171772939	0.0	9.317022900571683	1.8377322232518118	0.0	0.06562732594403853	0.0	1.0782875856477807	1.0083813086839848	0.0	0.0	0.7161585739654719	0.0	9.811819352272533	1.0664797502747954	0.5110355234422426	0.10405583788991635	12.340540306428442	8.856310034257028	0.8708634190249684	10.015605735772313	9.411637298789016	0.4701716459886558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19	10.974087574889955	0.0	0.0	0.7542595273399979	0.0	0.0	-0.5793439018651855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5793169612570646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.20480126039437285	0.5019575555678293	-0.8656869647358134	-0.680698122498051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22	13.312787771914248	0.0	0.7542595273399979	0.0	0.0	0.0	0.11918421098305854	9.96245516550392	0.0	0.0	12.870972641977689	0.0	0.0	0.0	0.0	0.0	0.0	7.3708699443500585	8.703217865823675	13.407963782343161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5865428394721579	0.0	0.0	0.5952729988539678	0.710923125254015	0.0	7.385551871132997	11.809166164278745	12.342386613216892	12.396606666304661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29	0.8101941639534713	0.42928700661777053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3695551556187484	0.0	0.3791627214457278	0.5164188223323838	0.0	-1.2633564140506337	2.314078325235803	0.0	0.0	1.2685604485695139	0.0	0.0	0.0	0.0	-0.7405763172313893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.513165018354695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34	4.4928034757261806	2.368036171772939	0.0	0.0	0.0	0.0	0.0	7.864820097817459	0.0	0.0	0.6836222316341081	0.0	0.0	0.0	0.0	0.0	0.6244400706195075	0.0	8.40701634978296	0.5438004804722575	0.3096047997112983	0.060886417526059056	0.0	6.465311614387905	0.0	0.0	8.054281538786777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8213579859887493	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36	10.75861199848459	0.0	-0.5793439018651855	0.11918421098305854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.50441665631842	0.0	11.750928649258746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.24165938847780466	-0.8718222403753886	-0.6586649994254077	0.3176146129725328	0.40511806771271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43	7.47289456187601	9.317022900571683	0.0	9.96245516550392	0.0	7.864820097817459	0.0	0.0	0.0	0.0	10.06707007023586	0.2982743937046355	0.0	0.0	0.0	0.0	8.481482745619308	0.0	0.5586876922561241	9.316458454886277	0.0	0.0	0.0	4.8395101396778415	0.0	2.306529411163994	-0.04384991651573955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3134773849780679	0.0	0.0	5.451897514447768	0.0	0.0	0.0	0.0	0.0	0.0	-0.5241787629404158	-0.28311088175581856	0.0
46	0.5231256325521554	1.8377322232518118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5059900097734455	0.0	0.0	0.4200162090138335	0.30634178918479293	-0.2672493318265269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3832837815918373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6841181725332228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
