	1	13	41	42	11	21	22	28	40	38	64	20	33	34	44	32	47	39	43	29	45	46	48	35	54	55	57	62	58	60	63	66	53	65
1	0.0	0.2638312575183858	0.9965375232396182	-inf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	0.2638312575183858	0.0	0.0	0.7023675127319123	0.0	0.0	0.0	0.0	0.0	0.1741937729631603	0.15302091307281476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41	0.9965375232396182	0.0	0.0	0.07048464228085127	0.1680541684935775	0.0	0.0	0.0	-0.040442169597065265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03879380999981166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
42	-inf	0.7023675127319123	0.07048464228085127	0.0	0.0	0.0	0.0	0.0	0.0	-inf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15207618848289967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	0.0	0.0	0.1680541684935775	0.0	0.0	0.11171541538657213	0.13517605820611417	0.32546106703957406	0.20015100631483734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21	0.0	0.0	0.0	0.0	0.11171541538657213	0.0	0.04208214638629926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-inf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22	0.0	0.0	0.0	0.0	0.13517605820611417	0.04208214638629926	0.0	0.41003932682835137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14413140358915855	0.20890368720941177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.32546106703957406	0.0	0.41003932682835137	0.0	0.42728160002380794	0.0	0.0	0.0	0.0	0.0	0.1971834926981319	0.0	0.5458006104671606	0.732135078742938	0.11220461631404982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40	0.0	0.0	-0.040442169597065265	0.0	0.20015100631483734	0.0	0.0	0.42728160002380794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6084245406689339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	0.0	0.1741937729631603	0.0	-inf	0.0	0.0	0.0	0.0	0.0	0.0	-inf	0.0	0.0	0.0	0.0	0.0	0.0	0.7709926338652808	0.0	0.0	0.0	0.0	0.0	0.6831653267526909	0.0	0.0	0.3917523093552582	0.0	0.41809260514986724	0.13885325152587102	0.046828896968497374	0.0	0.0	0.0
64	0.0	0.15302091307281476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-inf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034209284773288606	0.0	0.0	0.0
20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11189304412421092	0.2534871118765419	0.8461656897458911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11189304412421092	0.0	0.0687610840303322	0.0	0.0	0.0	0.0	0.0	0.13401307483706498	0.0	0.23223433080745198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2534871118765419	0.0687610840303322	0.0	-inf	0.0	0.0	0.0	0.0	-inf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1971834926981319	0.0	0.0	0.0	0.8461656897458911	0.0	-inf	0.0	0.0	0.5045931512017393	0.0	0.10548891290590863	-inf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32	0.0	0.0	0.0	0.0	0.0	-inf	0.14413140358915855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05134928216063217	0.0	0.0	0.0	0.0	0.0	0.17870002393549994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47	0.0	0.0	0.0	0.0	0.0	0.0	0.20890368720941177	0.5458006104671606	0.0	0.0	0.0	0.0	0.0	0.0	0.5045931512017393	0.05134928216063217	0.0	0.0	0.0	0.2546126206870525	0.0	0.0	0.018550033843080502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39	0.0	0.0	0.03879380999981166	0.15207618848289967	0.0	0.0	0.0	0.732135078742938	0.6084245406689339	0.7709926338652808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6304899326628753	0.0	0.0	0.0	0.0	0.21580227324085083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11220461631404982	0.0	0.0	0.0	0.0	0.0	0.0	0.10548891290590863	0.0	0.0	0.6304899326628753	0.0	0.0	0.0	0.0	0.0	0.6639664704715241	0.0	0.0	0.0	0.2693272690084724	0.0	0.0	0.0	0.15152667658634295	0.0	0.0
29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13401307483706498	-inf	-inf	0.0	0.2546126206870525	0.0	0.0	0.0	-0.06251133136931257	-inf	0.10564476694326573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
