	2	10	11	8	13	19	24	22	30	16	25	31	35	36	28	26	33	27	34
2	0.0	0.2638312575183858	0.909765941284305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	0.2638312575183858	0.0	0.6632274988113775	0.0	0.0	0.0	0.0	0.1741937729631603	0.1260805334076752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	0.909765941284305	0.6632274988113775	0.0	0.0	0.0	0.15103513086739612	0.0	0.5317921959631338	0.0	0.15747388922891953	0.6363887606542898	0.6052344799142682	0.3890097547958274	0.4571309606403751	0.0	0.0	0.0	0.0	0.0
8	0.0	0.0	0.0	0.0	0.12747858691049618	0.3405753756123335	0.5110771137003196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	0.0	0.0	0.0	0.12747858691049618	0.0	0.13110445221219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1049921263229624	0.0	0.0	0.0	0.0
19	0.0	0.0	0.15103513086739612	0.3405753756123335	0.13110445221219	0.0	0.47533204974190213	0.0	0.0	0.0	0.0	0.0	0.2689033964025617	0.0	-0.09404099165921442	0.0	0.0	-0.09706163800781131	0.0
24	0.0	0.0	0.0	0.5110771137003196	0.0	0.47533204974190213	0.0	0.0	0.0	0.0	0.0	0.10268992413269663	0.18573288915306296	0.0	0.0	0.45668017180867704	0.0	0.0	0.0
22	0.0	0.1741937729631603	0.5317921959631338	0.0	0.0	0.0	0.0	0.0	0.07589685820639956	0.6520613751413866	0.0	0.0	0.0	0.0	0.0	0.0	0.3917523093552582	0.0	0.41809260514986724
30	0.0	0.1260805334076752	0.0	0.0	0.0	0.0	0.0	0.07589685820639956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07979203731579103	0.0	0.08195197715485127
16	0.0	0.0	0.15747388922891953	0.0	0.0	0.0	0.0	0.6520613751413866	0.0	0.0	0.1265567109760271	0.0	0.0	0.0	0.0	0.28011104091130046	0.10202227543728903	0.0	0.0
25	0.0	0.0	0.6363887606542898	0.0	0.0	0.0	0.0	0.0	0.0	0.1265567109760271	0.0	0.295935311647194	0.0	0.0	0.0	0.09163056156789298	0.0	0.0	0.0
31	0.0	0.0	0.6052344799142682	0.0	0.0	0.0	0.10268992413269663	0.0	0.0	0.0	0.295935311647194	0.0	0.13541150344987393	0.10685227424533873	0.0	0.1104760703099541	0.0	0.0	0.0
35	0.0	0.0	0.3890097547958274	0.0	0.0	0.2689033964025617	0.18573288915306296	0.0	0.0	0.0	0.0	0.13541150344987393	0.0	-0.026962956660443994	0.0	0.0	0.0	0.0	0.0
36	0.0	0.0	0.4571309606403751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10685227424533873	-0.026962956660443994	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.1049921263229624	-0.09404099165921442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0768530125565484	0.0
26	0.0	0.0	0.0	0.0	0.0	0.0	0.45668017180867704	0.0	0.0	0.28011104091130046	0.09163056156789298	0.1104760703099541	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3917523093552582	0.07979203731579103	0.10202227543728903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.055932555636048036
27	0.0	0.0	0.0	0.0	0.0	-0.09706163800781131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0768530125565484	0.0	0.0	0.0	0.0
34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41809260514986724	0.08195197715485127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.055932555636048036	0.0	0.0
