	8	19	13	31	10	11	30	35	16	25	28	33	26	34
8	0.0	0.34625840362861743	0.12747858691049618	0.5074197619908165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19	0.34625840362861743	0.0	0.14612984263504675	0.5286213295025333	0.0	0.15762699518589957	0.0	0.30536183687769153	0.0	0.0	-0.07205907818455792	0.0	0.0	0.0
13	0.12747858691049618	0.14612984263504675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1049921263229624	0.0	0.0	0.0
31	0.5074197619908165	0.5286213295025333	0.0	0.0	0.0	0.6017974410843537	0.0	0.10034716183688613	0.0	0.2835800151195518	0.0	0.0	0.09956572523128175	0.0
10	0.0	0.0	0.0	0.0	0.0	0.6534583143071232	0.10083574581341058	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	0.0	0.15762699518589957	0.0	0.6017974410843537	0.6534583143071232	0.0	0.5305662898662203	0.3925441573724261	0.15747388922891953	0.6363887606542898	0.0	0.0	0.0	0.0
30	0.0	0.0	0.0	0.0	0.10083574581341058	0.5305662898662203	0.0	0.0	0.435482097891151	0.0	0.0	0.07342870428945047	0.0	0.0740545772402047
35	0.0	0.30536183687769153	0.0	0.10034716183688613	0.0	0.3925441573724261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16	0.0	0.0	0.0	0.0	0.0	0.15747388922891953	0.435482097891151	0.0	0.0	0.1265567109760271	0.0	0.10202227543728903	0.28011104091130046	0.0
25	0.0	0.0	0.0	0.2835800151195518	0.0	0.6363887606542898	0.0	0.0	0.1265567109760271	0.0	0.0	0.0	0.09163056156789298	0.0
28	0.0	-0.07205907818455792	0.1049921263229624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33	0.0	0.0	0.0	0.0	0.0	0.0	0.07342870428945047	0.0	0.10202227543728903	0.0	0.0	0.0	0.0	-0.055932555636048036
26	0.0	0.0	0.0	0.09956572523128175	0.0	0.0	0.0	0.0	0.28011104091130046	0.09163056156789298	0.0	0.0	0.0	0.0
34	0.0	0.0	0.0	0.0	0.0	0.0	0.0740545772402047	0.0	0.0	0.0	0.0	-0.055932555636048036	0.0	0.0
