	10	34	31	47	48	42	39	16	14	23	11	68	52	64	65	21	33	38	40	75	53	54	77	28	57	58	56	30	73	81	55	82	46	71	72	59	79	80	78	63	70	76
10	0.0	-0.08020806108861495	-0.02577165013414942	-0.04058740395016879	-0.03208011108795358	0.2958189746740824	0.5232776161866615	0.724478832590134	0.851612600271951	0.7909830306984464	0.17516811820220407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34	-0.08020806108861495	0.0	0.03197168823450916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14006484877401604	0.0	0.0	0.0	0.0	0.0	-0.024846105257799345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31	-0.02577165013414942	0.03197168823450916	0.0	0.03159453975143971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06715142798986821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47	-0.04058740395016879	0.0	0.03159453975143971	0.0	-0.019959205311037703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48	-0.03208011108795358	0.0	0.0	-0.019959205311037703	0.0	0.3767011303290193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12658092456223252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
42	0.2958189746740824	0.0	0.0	0.0	0.3767011303290193	0.0	0.0057405578640616906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.297630309598685	0.0	0.21382840367984837	-0.08949653086677156	0.3455949456523413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39	0.5232776161866615	0.0	0.0	0.0	0.0	0.0057405578640616906	0.0	0.1615888790330917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023480635341971257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.10590819947631624	0.0	0.0	0.0	0.011576453867148936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16	0.724478832590134	0.0	0.0	0.0	0.0	0.0	0.1615888790330917	0.0	0.14790610852913794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06306057374309974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	0.851612600271951	0.0	0.0	0.0	0.0	0.0	0.0	0.14790610852913794	0.0	0.24249664756841746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10495954050158926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
