	11	38	54	55	56	41	14	26	39	58	61	15	17	62	27	22	46	43	44	20	47	48	64	52	60	34	67	68	49	65	57	59	63	66	53
11	0.0	0.5920381494830791	0.3062182143379799	0.09048601955887112	0.12021936965032978	0.9636782140498027	0.8499147908586383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	0.5920381494830791	0.0	0.03200367584925522	0.0	0.0	0.0	0.4797160187339861	0.0	0.0	0.04753859385074785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017904104733215853	0.0	0.0	0.0	0.0
54	0.3062182143379799	0.03200367584925522	0.0	0.08171725913994671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15428559262616925	0.0	0.0	0.0	-0.02562117516647385
55	0.09048601955887112	0.0	0.08171725913994671	0.0	-0.057621425144453516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08443953351760461
56	0.12021936965032978	0.0	0.0	-0.057621425144453516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03693898242143559
41	0.9636782140498027	0.0	0.0	0.0	0.0	0.0	0.1726087897779799	0.0	0.0	0.0	-0.03524209583950866	0.0	0.0	-0.021698046952405528	0.09080565620206629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	0.8499147908586383	0.4797160187339861	0.0	0.0	0.0	0.1726087897779799	0.0	0.49212066519512776	0.27322901271624156	0.3637469373873881	0.14479628544361003	0.17516811820220407	0.5375320602670316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26	0.0	0.0	0.0	0.0	0.0	0.0	0.49212066519512776	0.0	0.24249664756841746	0.0	0.0	0.0	0.14790610852913794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10495954050158926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39	0.0	0.0	0.0	0.0	0.0	0.0	0.27322901271624156	0.24249664756841746	0.0	0.0825314920121897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05519398731012151	0.0	0.0	0.0	0.0	0.0	0.0	-0.086451286641731	0.0	0.0	0.0
58	0.0	0.04753859385074785	0.0	0.0	0.0	0.0	0.3637469373873881	0.0	0.0825314920121897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.031038675240546605	0.12711347918027294	0.0	0.0	0.0
61	0.0	0.0	0.0	0.0	0.0	-0.03524209583950866	0.14479628544361003	0.0	0.0	0.0	0.0	-0.02910505724668702	0.0	-0.01809110420639312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	0.0	0.0	0.0	0.0	0.0	0.0	0.17516811820220407	0.0	0.0	0.0	-0.02910505724668702	0.0	0.724478832590134	-0.09124810206742733	-0.0236663079406779	0.10457106858346837	0.2958189746740824	0.5232776161866615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17	0.0	0.0	0.0	0.0	0.0	0.0	0.5375320602670316	0.14790610852913794	0.0	0.0	0.0	0.724478832590134	0.0	0.0	0.0	0.0	0.0	0.1615888790330917	0.06306057374309974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62	0.0	0.0	0.0	0.0	0.0	-0.021698046952405528	0.0	0.0	0.0	0.0	-0.01809110420639312	-0.09124810206742733	0.0	0.0	0.040428944452506346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.09080565620206629	0.0	0.0	0.0	0.0	0.0	-0.0236663079406779	0.0	0.040428944452506346	0.0	0.12421178899853182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10457106858346837	0.0	0.0	0.12421178899853182	0.0	0.297630309598685	0.0	0.0	0.0	0.0	0.0	0.0	0.08783198096843049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2958189746740824	0.0	0.0	0.0	0.297630309598685	0.0	0.0057405578640616906	0.0	0.0	0.0	0.0	0.0	0.2758106091674378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.08949653086677156	0.0	0.0
43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5232776161866615	0.1615888790330917	0.0	0.0	0.0	0.0057405578640616906	0.0	0.023480635341971257	0.0	0.0	0.0	-0.10590819947631624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011576453867148936	0.0	0.0
44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06306057374309974	0.0	0.0	0.0	0.0	0.023480635341971257	0.0	0.0	0.0	0.0	-0.016702316164287676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10546346655221878	0.19854925515325875	0.7661462040233339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
