	11	52	60	23	28	54	15	41	14	25	38	42	18	53	40	22	29	20	55	56	44	64	65	69	61	67	37	51	46	34	47	45	63	59	68	70
11	0.0	0.35503332777462515	0.6224768543589395	0.8499147908586383	0.2594309553046683	0.14285910662550888	0.17516811820220407	0.6344980474949085	0.49212066519512776	0.27322901271624156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52	0.35503332777462515	0.0	0.02384453727760552	0.0	0.0	0.0	0.0	0.0	0.0	0.11409987987700654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.038090228774220226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60	0.6224768543589395	0.02384453727760552	0.0	0.3062182143379799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08171725913994671	0.0	0.0	0.1651736061040462	0.0	0.0	0.0	0.0	0.0	-0.02562117516647385	0.0	0.0
23	0.8499147908586383	0.0	0.3062182143379799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09048601955887112	0.11602482168964932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28	0.2594309553046683	0.0	0.0	0.0	0.0	-0.061901422814884435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.05163227282010063	-0.053298127903728384	0.08837636247448663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54	0.14285910662550888	0.0	0.0	0.0	-0.061901422814884435	0.0	-0.025010112877139182	0.0	0.0	0.0	0.0	0.0	0.0	-0.01748794934642646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	0.17516811820220407	0.0	0.0	0.0	0.0	-0.025010112877139182	0.0	0.5232776161866615	0.0	0.0	0.0	0.0	0.0	-0.09124810206742733	-0.02930526904847878	0.10457106858346837	0.3412894888459629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41	0.6344980474949085	0.0	0.0	0.0	0.0	0.0	0.5232776161866615	0.0	0.39256939864523055	0.0	0.0	0.023480635341971257	0.0	0.0	0.0	0.0	-0.060306165719427776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	0.49212066519512776	0.0	0.0	0.0	0.0	0.0	0.0	0.39256939864523055	0.0	0.24249664756841746	0.10495954050158926	0.29343498535022017	0.14790610852913794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.27322901271624156	0.11409987987700654	0.0	0.0	0.0	0.0	0.0	0.0	0.24249664756841746	0.0	0.05519398731012151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.086451286641731	0.08984154037407045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10495954050158926	0.05519398731012151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04968548675713676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023480635341971257	0.29343498535022017	0.0	0.0	0.0	0.06306057374309974	0.0	0.0	0.0	0.015504605289118165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14790610852913794	0.0	0.0	0.06306057374309974	0.0	0.0	0.0	0.0	0.2162819946901559	1.0704271537170964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53	0.0	0.0	0.0	0.0	-0.05163227282010063	-0.01748794934642646	-0.09124810206742733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03719789592624666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40	0.0	0.0	0.0	0.0	-0.053298127903728384	0.0	-0.02930526904847878	0.0	0.0	0.0	0.0	0.0	0.0	0.03719789592624666	0.0	0.12203428229323617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22	0.0	0.0	0.0	0.0	0.08837636247448663	0.0	0.10457106858346837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12203428229323617	0.0	0.33514193218651445	0.0	0.0	0.0	0.0	0.11338954277361356	0.06609055879549697	0.2837909013014375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29	0.0	0.0	0.0	0.0	0.0	0.0	0.3412894888459629	-0.060306165719427776	0.0	0.0	0.0	0.015504605289118165	0.2162819946901559	0.0	0.0	0.33514193218651445	0.0	0.7874739611394824	0.6305891824308961	0.0	0.0	0.0	0.0	0.3564075415027758	0.0	0.0	0.0	0.0	0.5740376221344536	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0704271537170964	0.0	0.0	0.0	0.7874739611394824	0.0	0.13866525173574534	0.10352617505416414	0.19854925515325875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6305891824308961	0.13866525173574534	0.0	-0.05124726280527243	-0.05398035689300776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05036182869692439	0.0	0.0	0.07423546462681413	0.0	0.0	0.0	0.0
