	11	58	23	43	44	15	17	14	37	40	41	59	60	22	48	45	46	20	63	49	50	62	72	66	67	34	53	51	38	57	39	61	64	71	69	70	74	73
11	0.0	0.35503332777462515	0.8499147908586383	0.1726087897779799	0.14006484877401604	0.17516811820220407	0.5375320602670316	0.49212066519512776	0.28314084495489567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58	0.35503332777462515	0.0	0.5834975631458741	0.0	0.0	0.0	0.0	0.0	0.1171998506512246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3625829612577727	0.0	0.0	0.0	0.0	-0.038090228774220226	0.0	0.0	0.0	0.0	0.0	0.02384453727760552	0.0	0.0
23	0.8499147908586383	0.5834975631458741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09048601955887112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43	0.1726087897779799	0.0	0.0	0.0	-0.024846105257799345	0.0	0.0	0.0	0.0	0.0	0.06715142798986821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44	0.14006484877401604	0.0	0.0	-0.024846105257799345	0.0	-0.08020806108861495	0.0	0.0	0.0	0.0	0.03197168823450916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	0.17516811820220407	0.0	0.0	0.0	-0.08020806108861495	0.0	0.724478832590134	0.0	0.0	0.0	-0.02577165013414942	-0.04058740395016879	-0.03208011108795358	0.10457106858346837	0.2958189746740824	0.5232776161866615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17	0.5375320602670316	0.0	0.0	0.0	0.0	0.724478832590134	0.0	0.14790610852913794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1615888790330917	0.06306057374309974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	0.49212066519512776	0.0	0.0	0.0	0.0	0.0	0.14790610852913794	0.0	0.2693725413309502	0.10495954050158926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	0.28314084495489567	0.1171998506512246	0.0	0.0	0.0	0.0	0.0	0.2693725413309502	0.0	0.08749990903482784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.12059702066428583	0.0989646204516178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10495954050158926	0.08749990903482784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019683068553082328	0.0	0.04968548675713676	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41	0.0	0.0	0.0	0.06715142798986821	0.03197168823450916	-0.02577165013414942	0.0	0.0	0.0	0.0	0.0	0.03159453975143971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59	0.0	0.0	0.0	0.0	0.0	-0.04058740395016879	0.0	0.0	0.0	0.0	0.03159453975143971	0.0	-0.019959205311037703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60	0.0	0.0	0.0	0.0	0.0	-0.03208011108795358	0.0	0.0	0.0	0.0	0.0	-0.019959205311037703	0.0	0.12658092456223252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22	0.0	0.0	0.0	0.0	0.0	0.10457106858346837	0.0	0.0	0.0	0.0	0.0	0.0	0.12658092456223252	0.0	0.297630309598685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11338954277361356	0.080320057538425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48	0.0	0.0	0.0	0.0	0.0	0.2958189746740824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.297630309598685	0.0	0.0057405578640616906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2609821796802222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.08949653086677156	0.0	0.0	0.0	0.0	0.0	0.0
