	13	89	165	167	72	171	45	46	85	54	119	25	17	41	106	82	24	62	145	149	118	117	123	98	100	154	103	136	63	139	111	50	116	140	52	142	183	143	108	173	174	66	160	169	91	121	102	156	157	131	134	158	176	179	164	186	181
13	0.0	0.9996822500443636	-0.024498381254455026	0.3532070011890537	1.1095456437358326	0.6478908863244586	3.053689346134716	3.4254376383676717	3.8505366674520625	4.424841702569764	0.5974031355800219	5.451407608286238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89	0.9996822500443636	0.0	0.0	0.0	-0.3161817561589741	0.35805649784540405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5235491814818498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15124903809480028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
165	-0.024498381254455026	0.0	0.0	0.2092894176135685	0.0	0.0	0.0	0.0	0.0	0.0	0.3447566189512086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4229506118404638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.179678067571161	0.0	0.0	0.0
167	0.3532070011890537	0.0	0.2092894176135685	0.0	0.0	-0.047236474631328684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26616446128026466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.03018506964070239	0.0	0.0	0.3103617263253519
72	1.1095456437358326	-0.3161817561589741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.082261673375546	0.0	0.0	0.0	0.0	2.041984709983706	0.0	0.0	0.0	0.0	-0.4290911386861666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
171	0.6478908863244586	0.35805649784540405	0.0	-0.047236474631328684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2811706571782576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45	3.053689346134716	0.0	0.0	0.0	0.0	0.0	0.0	0.12528054724364962	0.0	1.157346468443159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46	3.4254376383676717	0.0	0.0	0.0	0.0	0.0	0.12528054724364962	0.0	0.4718615621429739	1.7627886926772016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5859789901623207	0.390186177576255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
85	3.8505366674520625	0.0	0.0	0.0	0.0	0.0	0.0	0.4718615621429739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.146749028870544	-0.08543708952651127	0.0	0.0	0.0	0.0	0.5391638007276189	0.0	0.0	0.0	0.0	0.0	0.03924141423384231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54	4.424841702569764	0.0	0.0	0.0	0.0	0.0	1.157346468443159	1.7627886926772016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9581923346165676	0.0	0.6995178897769287	0.08814047298964833	0.0	0.0	0.0	0.0	0.11387792948644293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
119	0.5974031355800219	0.0	0.3447566189512086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3823456811164463	0.6171210426622306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
