	15	72	43	57	91	127	30	31	18	97	67	36	166	78	79	121	142	143	119	120	107	109	112	152	136	87	56	59	93	50	171	51	115	53	156	157	116	96	162	160	117	99	164	168	175	173	106	178	130	149	131	154	177	135	172
15	0.0	1.351508247997115	3.16538305131254	1.2789497848546514	0.801128849493512	6.370873746471705	5.884512913150001	4.727293160732597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72	1.351508247997115	0.0	1.4872302645574367	0.0	0.13686301916535643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40205880811679484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3814341874663822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43	3.16538305131254	1.4872302645574367	0.0	0.0	0.0	0.0	0.0	4.724507962076722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.844720195906584	0.0	0.0	0.0	0.0	0.0	0.0	0.3147536638664005	0.7358110797552058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57	1.2789497848546514	0.0	0.0	0.0	0.24730220616662196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5842058884395209	0.6982108034908775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
91	0.801128849493512	0.13686301916535643	0.0	0.24730220616662196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23589409451875437	0.0	0.590518989134629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
127	6.370873746471705	0.0	0.0	0.0	0.0	0.0	0.9741375486182726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31516271641510624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2496176707062484	0.0	0.013554429458948691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30	5.884512913150001	0.0	0.0	0.0	0.0	0.9741375486182726	0.0	2.051229082079996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.298146443010298	0.8273708234779915	-0.13353652494806922	0.6873379430651689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31	4.727293160732597	0.0	4.724507962076722	0.0	0.0	0.0	2.051229082079996	0.0	0.0	4.203616741913984	8.742824915122405	0.0	0.0	4.0565385492171595	0.0	0.0	0.0	0.0	0.0	2.3806449656600486	2.273370439369068	0.4915773199788702	1.053887056691068	0.2140660761253908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2104250370308784	3.8505366674520625	3.3052099706921214	0.19497488902034932	1.1407559892397214	-0.024498381254455026	0.5974031355800219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.203616741913984	1.2104250370308784	0.0	0.0	0.0	1.0396775182853526	0.07993253076054013	0.0	0.0	0.0	0.0	0.0	-0.34336060091042436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9306677456730317	0.0	0.4177299173895079	0.27963503100329185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.742824915122405	3.8505366674520625	0.0	0.0	0.41290014716692963	0.0	4.039183457028929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.159523590989496	0.0	0.0	-0.08543708952651127	0.0	0.0	0.0	0.03924141423384231	0.8950296561726138	0.0	0.0	0.0	0.5391638007276189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3052099706921214	0.0	0.41290014716692963	-0.33324114761856755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4860699168916357	0.3039830926049306	1.3011958201329814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19497488902034932	1.0396775182853526	0.0	0.0	0.0	0.0	0.19759468166897343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12889468881620902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
