	1	23	38	43	60	61	65	68	69	10	18	20	29	30	31	14	21	22	24	49	72	32	52	58	34	42	53	56	41	66	57	67	64	70	71	51	55
1	0.0	1.6819513497827159	1.4360034228749645	0.0189408028122941	0.6840847774808981	1.069610462879295	0.15355604196050016	0.6698980199369433	0.8368870575898673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23	1.6819513497827159	0.0	0.07770270517122546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038387199731948575	0.3931565696477682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	1.4360034228749645	0.07770270517122546	0.0	0.0	0.0	0.05037818198802338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41417816328202495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43	0.0189408028122941	0.0	0.0	0.0	0.0	0.0	-0.14036695206841537	0.06476121140765506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27751494776303415	0.0	0.0	0.06473512190003011	0.36416784416577475	-0.04760709950653988	0.0	0.0	0.0	0.0	0.0
60	0.6840847774808981	0.0	0.0	0.0	0.0	0.0	0.0	-0.0763395410034907	0.1088597590254488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03713011833567165	0.0	0.0	0.0
61	1.069610462879295	0.0	0.05037818198802338	0.0	0.0	0.0	0.0	0.0	-0.05083817537353205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4583069678681918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19878856877230583	0.0	0.0	0.0
65	0.15355604196050016	0.0	0.0	-0.14036695206841537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20889104850322815	-0.03192952831547124	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68	0.6698980199369433	0.0	0.0	0.06476121140765506	-0.0763395410034907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.06603419243325076	0.0	0.034385549613357574	0.0	0.0	0.0
69	0.8368870575898673	0.0	0.0	0.0	0.1088597590254488	-0.05083817537353205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.03829531565179736	0.0	0.0	0.0
