	5	12	11	28	54	55	61	48	36	9	17	20	52	60	27	59	40	23	35	34	64	42	38	37	25	47	63	39	41	51	62	49	57
5	0.0	-0.1310484918139713	-0.04526221691022936	0.13207667928713568	0.34104702375172247	0.2711758173490735	0.2855963523720033	0.30723287377430636	0.1531651043468482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	-0.1310484918139713	0.0	-0.11764317047927947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	-0.04526221691022936	-0.11764317047927947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28	0.13207667928713568	0.0	0.0	0.0	0.3564409278869201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07201165274004132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54	0.34104702375172247	0.0	0.0	0.3564409278869201	0.0	0.08707282015571291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3961530495085529	0.04797393834817383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55	0.2711758173490735	0.0	0.0	0.0	0.08707282015571291	0.0	0.032977864243374976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47735265704433477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6672896293431736	0.0	0.0	0.0	0.0	0.0	0.0
61	0.2855963523720033	0.0	0.0	0.0	0.0	0.032977864243374976	0.0	0.20323235429181857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5101929289176349	0.0	0.0	0.0	0.03841590297185436	0.0	0.0
48	0.30723287377430636	0.0	0.0	0.0	0.0	0.0	0.20323235429181857	0.0	0.47820506662787865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.351020268060078	0.0	0.0	0.0	0.0	0.0	0.0	-0.0733307634502094	0.0	0.0	0.0	0.0	0.12957760162316073	0.0	0.0
36	0.1531651043468482	0.0	0.0	0.0	0.0	0.0	0.0	0.47820506662787865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02520420105488358	0.0	0.0	0.0	0.0	0.0	0.07723324040196064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10219961408088934	0.12062493811017413	0.3097324659149876	0.40698185878741244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10219961408088934	0.0	0.0	0.0	0.3188690368790365	0.09693851113054168	0.3851183368944621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12062493811017413	0.0	0.0	0.22175947942211785	0.0	0.0	0.0	0.13109432785252756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3097324659149876	0.0	0.22175947942211785	0.0	0.17229870002448447	0.0	0.0	0.4324901824590687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06265350129182616	0.0	-0.07178193670117843	0.0
60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40698185878741244	0.3188690368790365	0.0	0.17229870002448447	0.0	0.0	0.03784332553660562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.003390882947609919	0.4275356796676275
27	0.0	0.0	0.0	0.07201165274004132	0.3961530495085529	0.0	0.0	0.0	0.0	0.0	0.09693851113054168	0.0	0.0	0.0	0.0	0.40581512328846436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59	0.0	0.0	0.0	0.0	0.04797393834817383	0.47735265704433477	0.0	0.0	0.0	0.0	0.3851183368944621	0.0	0.0	0.03784332553660562	0.40581512328846436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.591597659295798	0.0	0.0	0.0	0.0	0.0	0.5296894673808633
40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13109432785252756	0.4324901824590687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08969802177250859	0.0	0.3594458076702342	0.0	0.0	0.0
23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6131186907193599	0.46878053773317896	0.255497302162484	0.1714196173894337	-0.05491598880704754	0.1945531367393379	0.40006214257230593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.351020268060078	-0.02520420105488358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6131186907193599	0.0	0.3692162777007842	0.0	0.0	0.0	0.0	-0.1472832970639779	0.27873067541741936	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46878053773317896	0.3692162777007842	0.0	0.1056337017838593	0.0	0.0	0.0	0.0	0.10196205105605392	0.09713525309192302	0.0	0.0	0.0	0.0	0.0	0.0
