	5	11	24	38	45	7	8	18	41	43	33	20	17	49	19	34	37	30	28	27	21	36	35	47	48	50
5	0.0	0.10219961408088934	0.12062493811017413	0.3112295741316601	0.40698185878741244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	0.10219961408088934	0.0	0.0	0.0	0.3188690368790365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09693851113054168	0.3593400177119044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24	0.12062493811017413	0.0	0.0	0.26245432504035127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13109432785252756	0.0	0.0	0.0	0.0
38	0.3112295741316601	0.0	0.26245432504035127	0.0	0.10698405506048439	0.0	0.0	0.0	0.4622536978371991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05634828976417974	0.3562585703138571	0.0	0.0	0.0	0.3770372494051114	0.37344545244833666	0.0	0.7660783226138818	0.0
45	0.40698185878741244	0.3188690368790365	0.0	0.10698405506048439	0.0	0.0	0.0	0.0	0.2602715947348265	0.0	0.0	0.0	0.0	0.05971411695962381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041275241251627286
7	0.0	0.0	0.0	0.0	0.0	0.0	-0.14411367823831403	0.13207667928713568	0.34104702375172247	0.2711758173490735	0.291889894123395	0.1507202190223206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	0.0	0.0	0.0	0.0	0.0	-0.14411367823831403	0.0	0.0	0.0	0.0	0.0	0.2463057429678214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	0.0	0.0	0.0	0.0	0.0	0.13207667928713568	0.0	0.0	0.3564409278869201	0.0	0.0	0.0	0.07201165274004132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41	0.0	0.0	0.0	0.4622536978371991	0.2602715947348265	0.34104702375172247	0.0	0.3564409278869201	0.0	0.08707282015571291	0.0	0.0	0.3961530495085529	0.03876757812611274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23596603707659447	0.33830689086433857	0.15609568925756528
43	0.0	0.0	0.0	0.0	0.0	0.2711758173490735	0.0	0.0	0.08707282015571291	0.0	0.349651079289402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032977864243374976	0.0	0.0
33	0.0	0.0	0.0	0.0	0.0	0.291889894123395	0.0	0.0	0.0	0.349651079289402	0.0	0.29247562390432774	0.0	0.0	0.0	0.11250428133770438	0.18916935402512475	0.0	0.0	0.0	0.0	0.0	0.0	0.23532991600912784	0.1373978201270419	0.0
20	0.0	0.0	0.0	0.0	0.0	0.1507202190223206	0.2463057429678214	0.0	0.0	0.0	0.29247562390432774	0.0	0.0	0.0	0.6100985388624525	0.3568027930925591	0.0	0.0	0.0	0.15621390120155731	-0.1291325524434757	0.0	0.0	0.0	0.0	0.0
17	0.0	0.09693851113054168	0.0	0.0	0.0	0.0	0.0	0.07201165274004132	0.3961530495085529	0.0	0.0	0.0	0.0	0.38525833052203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49	0.0	0.3593400177119044	0.0	0.0	0.05971411695962381	0.0	0.0	0.0	0.03876757812611274	0.0	0.0	0.0	0.38525833052203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0301297096805802
19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6100985388624525	0.0	0.0	0.0	0.46878053773317896	0.25499009206662393	0.17463614950335993	-0.05491598880704754	0.1945531367393379	0.0	0.0	0.0	0.0	0.0	0.0
34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11250428133770438	0.3568027930925591	0.0	0.0	0.46878053773317896	0.0	0.10518284836531698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	0.0	0.0	0.0	0.05634828976417974	0.0	0.0	0.0	0.0	0.0	0.0	0.18916935402512475	0.0	0.0	0.0	0.25499009206662393	0.10518284836531698	0.0	0.3326555782821135	0.0	0.0	0.0	0.0	0.0	0.0	0.49124462946215686	0.0
