	1	29	43	49	51	52	53	56	61	62	9	38	47	57	58	59	60	15	16	21	22	23	24	25	36	34	44	46	55	35	37	26
1	0.0	0.0189408028122941	1.438403726910501	0.15355604196050016	0.6827167061393347	0.6840847774808981	1.24513445509145	1.6808519607750412	0.8227717324604639	1.038906887064265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29	0.0189408028122941	0.0	0.0	-0.14036695206841537	-0.011876371605408415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22222402037015776	0.23414330741359285	0.0	0.034412263565579665	0.0	0.0	0.0	0.0	0.6125213634758901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26486746473403755	0.0
43	1.438403726910501	0.0	0.0	0.0	0.0	0.0	0.06103803990332836	0.1902034031141711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06823845126509323	0.0	0.0	0.0	0.0	0.0
49	0.15355604196050016	-0.14036695206841537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23593343038132988	0.0	0.0	0.0	0.0	-0.010515945156786236	-0.029735926959617083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51	0.6827167061393347	-0.011876371605408415	0.0	0.0	0.0	-0.046708323730982326	0.0	0.0	0.07970844290855493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6234551230707689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52	0.6840847774808981	0.0	0.0	0.0	-0.046708323730982326	0.0	0.0	0.0	0.054274998542481905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53	1.24513445509145	0.0	0.06103803990332836	0.0	0.0	0.0	0.0	0.0	0.1987673267919567	0.04171207307409091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48087202187599626	0.0	0.0	0.0	0.0	0.0	0.0	0.10900665937146718	0.0	0.0	0.0	0.0	0.0
56	1.6808519607750412	0.0	0.1902034031141711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07071580298377753	0.07444058683962977	-0.026979652371459002	0.0	0.0	0.0
61	0.8227717324604639	0.0	0.0	0.0	0.07970844290855493	0.054274998542481905	0.1987673267919567	0.0	0.0	0.042645825398872565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6783215571873876	0.7493843579584402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
