	2	54	87	88	85	97	75	41	94	14	26	25	27	24	43	103	104	95	82	58	67	30	59	77	32	31	65	46	45	48	63	64	68	34	78	89	66	98	72	36	69	70	106	105	101	93	44	99	100	53	83	84	57	90
2	0.0	1.438403726910501	1.24513445509145	1.070259182200782	1.0313753972179196	0.8370389675610955	0.6840847774808981	0.0189408028122941	0.2317268959692516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54	1.438403726910501	0.0	0.06103803990332836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06823845126509323	0.0	0.0	0.0	0.0
87	1.24513445509145	0.06103803990332836	0.0	0.011170166156715691	0.06908017381773883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4667252886407932	0.0	0.0	0.0	0.0	0.3775140851691179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10900665937146718	0.0	0.26011734668058534	0.0	0.0
88	1.070259182200782	0.0	0.011170166156715691	0.0	-0.057488452160235806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
85	1.0313753972179196	0.0	0.06908017381773883	-0.057488452160235806	0.0	0.029007474231079647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5959140340645734	0.0	0.0	0.0	0.13912232866731522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
97	0.8370389675610955	0.0	0.0	0.0	0.029007474231079647	0.0	0.10683521294447107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.04068984897874833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75	0.6840847774808981	0.0	0.0	0.0	0.0	0.10683521294447107	0.0	0.16984077117371124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005314103019375793	0.0	0.03713011833567165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0763395410034907
41	0.0189408028122941	0.0	0.0	0.0	0.0	0.0	0.16984077117371124	0.0	-0.10370039222193855	0.0	0.0	0.0	0.0	0.0	0.0	0.20552183564195406	0.0	0.2344402297267406	0.22222402037015776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31565550377848806	-0.04760709950653988	0.0	0.0	0.0	0.0	0.0	0.0	0.2965606882048903	0.1960467302148566	-0.09713717753409848	-0.18886633633560568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
94	0.2317268959692516	0.0	0.0	0.0	0.0	0.0	0.0	-0.10370039222193855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02548977077226315	0.19213449547725614	-0.015083913303477206	0.0	0.0	0.0	0.0	0.0	0.0
