	6	35	7	11	18	19	27	30	33	34	38	15	31	20	41	16	21	22	26	39	40	42
6	0.0	1.5986433516739698	0.563335349708419	0.10855216069046116	0.1610668278058809	0.1135678122598876	1.6282807979262957	1.2378660199932698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35	1.5986433516739698	0.0	0.0	0.0	0.0	0.0	0.2198683389218603	0.0898700380034112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08468613060161989	0.0	0.0
7	0.563335349708419	0.0	0.0	0.0	0.5032452055634205	0.0	0.701319958853436	0.0	0.6897174289767335	0.7122193266023135	0.42224183294421785	1.6685635029160468	0.4531736054326483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	0.10855216069046116	0.0	0.0	0.0	0.0	0.03367642552946415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07666839568043335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	0.1610668278058809	0.0	0.5032452055634205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06881618800306422	0.0	0.0	0.0	0.0	0.0	0.062288111070272184	0.0	0.0	0.0
19	0.1135678122598876	0.0	0.0	0.03367642552946415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06413630766023853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27	1.6282807979262957	0.2198683389218603	0.701319958853436	0.0	0.0	0.0	0.0	0.5152925340147825	0.06460070771830977	0.08217174205194228	0.0	0.0	0.0	0.0	0.0	0.0	0.4535184794084738	0.0	0.0	0.22904611654048818	0.2728967809981192	0.0
30	1.2378660199932698	0.0898700380034112	0.0	0.0	0.0	0.0	0.5152925340147825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33	0.0	0.0	0.6897174289767335	0.0	0.0	0.0	0.06460070771830977	0.0	0.0	0.0602590825307663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34	0.0	0.0	0.7122193266023135	0.0	0.0	0.0	0.08217174205194228	0.0	0.0602590825307663	0.0	0.0	0.8426393745526494	0.0	0.0	0.0	0.0	0.7183922610632804	0.0	0.0	0.0	0.0	0.0
38	0.0	0.0	0.42224183294421785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9064817901784537	0.20800277173465376	0.0	0.02501634922840644	0.0	0.0	0.0	0.0	0.0	0.0	0.05693767115435995
15	0.0	0.0	1.6685635029160468	0.0	0.0	0.0	0.0	0.0	0.0	0.8426393745526494	0.9064817901784537	0.0	0.0	0.0	1.397384715576224	0.0540836359605817	0.3566582413957029	0.1670219800503351	1.4211695722465871	0.0	0.0	0.0
31	0.0	0.0	0.4531736054326483	0.0	0.06881618800306422	0.0	0.0	0.0	0.0	0.0	0.20800277173465376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10048179757667787	0.0	0.0	0.02574403217813928
20	0.0	0.0	0.0	0.07666839568043335	0.0	0.06413630766023853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02501634922840644	1.397384715576224	0.0	0.0	0.0	0.0	0.0	0.0	0.06117091457140609	0.0	0.0	0.012506574971957868
16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0540836359605817	0.0	0.0	0.0	0.0	0.0	0.10893180232759926	0.0	0.0	0.0	0.0
21	0.0	0.0	0.0	0.0	0.0	0.0	0.4535184794084738	0.0	0.0	0.7183922610632804	0.0	0.3566582413957029	0.0	0.0	0.0	0.0	0.0	0.08898293389801164	0.0	0.20553160733580522	0.09888414600713887	0.0
22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1670219800503351	0.0	0.0	0.0	0.10893180232759926	0.08898293389801164	0.0	0.0	0.0	0.0	0.0
26	0.0	0.0	0.0	0.0	0.062288111070272184	0.0	0.0	0.0	0.0	0.0	0.0	1.4211695722465871	0.10048179757667787	0.0	0.06117091457140609	0.0	0.0	0.0	0.0	0.0	0.0	0.03426426890716913
39	0.0	0.08468613060161989	0.0	0.0	0.0	0.0	0.22904611654048818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20553160733580522	0.0	0.0	0.0	0.055914132452870774	0.0
40	0.0	0.0	0.0	0.0	0.0	0.0	0.2728967809981192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09888414600713887	0.0	0.0	0.055914132452870774	0.0	0.0
42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05693767115435995	0.0	0.02574403217813928	0.0	0.012506574971957868	0.0	0.0	0.0	0.03426426890716913	0.0	0.0	0.0
