	4	35	36	37	38	42	52	57	58	6	21	22	25	27	28	12	74	47	17	56	26	31	29	30	70	62	64	67	68	71	45	60	69	63	82	78	79	65	76	83	84	77	80
4	0.0	1.711624657778311	1.9245530864936344	1.6078227941549639	1.4669437333817512	0.7806627421744511	0.2601487610640509	1.1785947541068473	1.0920522776748127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35	1.711624657778311	0.0	0.21087530095798737	0.1783434237940315	0.1929348093475304	0.0	0.0	0.0	0.0	0.0	0.28077248027272417	0.0	0.0	0.0	0.0	0.5075317768972831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36	1.9245530864936344	0.21087530095798737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31847525700906026	0.1808568574421725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	1.6078227941549639	0.1783434237940315	0.0	0.0	0.20851483630184753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	1.4669437333817512	0.1929348093475304	0.0	0.20851483630184753	0.0	0.0	0.0	0.3674178206912867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6064182401945943	0.0	0.22711987083264823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
42	0.7806627421744511	0.0	0.0	0.0	0.0	0.0	0.8983177399096957	0.0	0.3953169951716211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.843393488490174	0.0	0.0	0.16925820833748195	0.3937656999381617	0.957477632155034	0.49348353279534796	0.487937809005876	0.3157332826042567	0.34281341180393665	0.30700985274175824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52	0.2601487610640509	0.0	0.0	0.0	0.0	0.8983177399096957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3060212374750652	0.0	0.0	0.0	0.0	0.0	0.0	0.2003773227699301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57	1.1785947541068473	0.0	0.0	0.0	0.3674178206912867	0.0	0.0	0.0	0.201348806345445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19697834132510153	0.0	0.329828171324796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58	1.0920522776748127	0.0	0.0	0.0	0.0	0.3953169951716211	0.0	0.201348806345445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34503903225674326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2792499903061202	0.0	0.13736214085954274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	0.0	0.0	0.31847525700906026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3684427750817829	0.3549917269398334	0.6417355166743576	0.3934151853892469	0.3805107903594372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21	0.0	0.28077248027272417	0.1808568574421725	0.0	0.0	0.0	0.0	0.0	0.0	0.3684427750817829	0.0	0.18524495964673204	0.0	0.0	0.0	0.42673700545887133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3549917269398334	0.18524495964673204	0.0	0.5068413127419935	0.0	0.33530905225457686	0.3742798139764041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6417355166743576	0.0	0.5068413127419935	0.0	0.18418341946703637	0.4193038272464385	0.6548278797756081	0.0	0.0	0.0	0.0	0.136709961718062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3934151853892469	0.0	0.0	0.18418341946703637	0.0	0.2665606209425493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3805107903594372	0.0	0.33530905225457686	0.4193038272464385	0.2665606209425493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	0.0	0.5075317768972831	0.0	0.0	0.6064182401945943	0.0	0.0	0.0	0.0	0.0	0.42673700545887133	0.3742798139764041	0.6548278797756081	0.0	0.0	0.0	0.5129560250015275	0.59877257890343	0.9746276647107345	0.7607984248454628	0.7454707034895061	0.1807756635679286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5129560250015275	0.0	0.0	1.1608174165771814	0.0	0.0	0.19876815182808916	0.0	0.0	0.0	0.400425025311746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.271842921720978	0.0	0.0	0.0	0.0	0.0	0.37259467937873525
47	0.0	0.0	0.0	0.0	0.22711987083264823	0.0	0.0	0.19697834132510153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59877257890343	0.0	0.0	0.0	0.27693052702827425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9746276647107345	1.1608174165771814	0.0	0.0	0.0	0.39729442960197103	0.0	0.4160514519224694	0.4209067702853228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.329828171324796	0.34503903225674326	0.0	0.0	0.0	0.0	0.0	0.0	0.7607984248454628	0.0	0.27693052702827425	0.0	0.0	0.0	0.6961324468834373	0.0	0.0	0.3001208891575242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4003713348005435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.136709961718062	0.0	0.0	0.7454707034895061	0.0	0.0	0.39729442960197103	0.0	0.0	0.0	0.2325736316132288	0.3009288069753669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31	0.0	0.0	0.0	0.0	0.0	0.843393488490174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1807756635679286	0.19876815182808916	0.0	0.0	0.6961324468834373	0.0	0.0	0.0	0.0	0.7812474636850583	0.624019504922568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4160514519224694	0.0	0.2325736316132288	0.0	0.0	0.25489761704165975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4209067702853228	0.0	0.3009288069753669	0.0	0.25489761704165975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
70	0.0	0.0	0.0	0.0	0.0	0.16925820833748195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3001208891575242	0.0	0.7812474636850583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2209063732435706	0.0	0.15220137220313998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62	0.0	0.0	0.0	0.0	0.0	0.3937656999381617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.400425025311746	0.0	0.0	0.0	0.0	0.624019504922568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5611418314962258	0.0	0.0	0.0	0.0	0.0	0.21936320180413485	0.2544001673979829	0.0	0.0	0.0	0.0	0.0	0.0
64	0.0	0.0	0.0	0.0	0.0	0.957477632155034	0.3060212374750652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40345220810171667	0.33361675475483976	0.0	0.0	0.0	0.0	0.2711217923934348	0.0	0.0	0.0	0.4911147241776107	0.0	0.0	0.0	0.0	0.0
67	0.0	0.0	0.0	0.0	0.0	0.49348353279534796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40345220810171667	0.0	0.34223932416109226	0.0	0.0	0.3127367642881354	0.0	0.0	0.29616688389439727	0.0	0.0	0.48121890098436554	0.2382411813683736	0.29046312436550037	0.0	0.0	0.0
68	0.0	0.0	0.0	0.0	0.0	0.487937809005876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33361675475483976	0.34223932416109226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71	0.0	0.0	0.0	0.0	0.0	0.3157332826042567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5611418314962258	0.0	0.0	0.0	0.0	0.0	0.15996391371031624	0.0	0.0	0.18337784703500554	0.36503046196841055	0.0	0.0	0.0	0.0	0.0	0.1320014486776677	0.0
